eval_loss,eval_accuracy,training loss,AUROC,AUPRC,RP80,model,epoch,batch_size,MAX_GRAD_NORM,GRADIENT_ACCUMULATION_STEPS,MAX_SEQ_LENGTH,LEARNING_RATE,eval_type
0.6925804577767849,0.5024485798237023,0.34895650327151156,0.6388341543513957,0.6126448686989564,0.0034482758620689655,discharge,0,16,3,2,512,5e-05,discharge
0.6226553276965493,0.6677642410273296,0.32381887847931784,0.7470090884725031,0.7188922156667349,0.3519163763066202,discharge,0,16,3,2,512,2e-05,val
0.6427693922268717,0.6634837010207442,0.2814652252282649,0.7520650081625692,0.7187030332086368,0.43205574912891986,discharge,1,16,3,2,512,2e-05,val
0.6642540483098281,0.6536055317747778,0.2790536840549332,0.7576082454131234,0.7084368143063561,0.3344947735191638,discharge,2,16,3,2,512,2e-05,val
0.6395962427680691,0.6607900750897813,0.2790536840549332,0.7891156462585034,0.7409904872780004,0.3448275862068966,discharge,0,16,3,2,512,2e-05,discharge
0.6464398402916758,0.6298979255844583,0.6671012429459231,0.7191345240125728,0.6795394513113509,0.16376306620209058,discharge,0,32,1,1,512,5e-05,val
0.6385025664379722,0.6493249917681923,0.6236895950427154,0.7341682707536366,0.6977009974015949,0.30662020905923343,discharge,1,32,1,1,512,5e-05,val
0.707670773957905,0.6401053671386236,0.5228982356884012,0.734777417704247,0.6852995633727297,0.34843205574912894,discharge,2,32,1,1,512,5e-05,val
0.6409580943485101,0.6480574600065295,0.5228982356884012,0.7457424349049965,0.7144408894323647,0.3103448275862069,discharge,0,32,1,1,512,5e-05,discharge
0.6204388941589155,0.6542640763911755,0.6456888899588266,0.7583879535099047,0.7241562694897113,0.42160278745644597,discharge,0,32,1,1,512,2e-05,val
0.6471270209864566,0.661178794863352,0.5596490321946347,0.7721181257766624,0.7259388366027265,0.39372822299651566,discharge,1,32,1,1,512,2e-05,val
0.7125240335338994,0.6562397102403688,0.45387092408759294,0.7749202017494701,0.7177170943626334,0.4425087108013937,discharge,2,32,1,1,512,2e-05,val
0.6350126769393682,0.67384916748286,0.45387092408759294,0.8010086793338025,0.7490988885316371,0.3758620689655172,discharge,0,32,1,1,512,2e-05,discharge
0.6413746993792685,0.6305564702008561,0.6686348131745509,0.7221680758266125,0.698120920035074,0.33797909407665505,discharge,0,32,3,1,512,5e-05,val
0.63528823632943,0.6486664471517946,0.629536406966278,0.7368241514582978,0.7082431638023923,0.28222996515679444,discharge,1,32,3,1,512,5e-05,val
0.6848474681377411,0.6345077378992426,0.5430110617110848,0.7348505153383202,0.6976533932921347,0.33797909407665505,discharge,2,32,3,1,512,5e-05,val
0.6392472255975008,0.6454456415279138,0.5430110617110848,0.7497771522402064,0.7147387041513992,0.15172413793103448,discharge,0,32,3,1,512,5e-05,discharge
0.6140448375752098,0.6657886071781364,0.646611147109832,0.7576326112911478,0.7269034377587366,0.47735191637630664,discharge,0,32,3,1,512,2e-05,val
0.6425430991147694,0.6634837010207442,0.5585353512784305,0.7709972953875392,0.7352990539743359,0.4564459930313589,discharge,1,32,3,1,512,2e-05,val
0.7177360785634894,0.6595324333223576,0.4400189160647259,0.7766501790892035,0.7251210832321942,0.5017421602787456,discharge,2,32,3,1,512,2e-05,val
0.6524186118816336,0.6604635977799543,0.4400189160647259,0.808057705840957,0.7503678957072594,0.5413793103448276,discharge,0,32,3,1,512,2e-05,discharge
0.6938592973508333,0.4688837668752058,0.3465483217505258,0.6428084111010941,0.6116838009541201,0,discharge,0,32,1,2,512,5e-05,val
0.6828861311862343,0.5828119855120184,0.34654373146643513,0.6648838965912136,0.615687839869225,0.020905923344947737,discharge,1,32,1,2,512,5e-05,val
0.6974206798955014,0.4688837668752058,0.3467191131212303,0.6787237153090813,0.6431688490487556,0.06968641114982578,discharge,2,32,1,2,512,5e-05,val
0.6996319890022278,0.44596800522363694,0.3467191131212303,0.6767651888341544,0.6515577601753753,0.05517241379310345,discharge,0,32,1,2,512,5e-05,discharge
0.6173585003928135,0.6720447810339151,0.32209734100165127,0.7640652030895931,0.7325746945400667,0.4355400696864111,discharge,0,32,1,2,512,2e-05,val
0.6333206628498278,0.6769838656568983,0.2786529627444176,0.7721912234107356,0.7351958853477483,0.5156794425087108,discharge,1,32,1,2,512,2e-05,val
0.6569666369965202,0.6476786302271978,0.273860803633329,0.7727516386052972,0.7261516172402754,0.43205574912891986,discharge,2,32,1,2,512,2e-05,val
0.6416576066985726,0.6643813254978779,0.273860803633329,0.7840253342716398,0.7429311577253891,0.3586206896551724,discharge,0,32,1,2,512,2e-05,discharge
0.6939667971510636,0.4688837668752058,0.3496920993820623,0.44044979410833074,0.5030492089425752,0,discharge,0,32,3,2,512,5e-05,val
0.6961053672589754,0.4688837668752058,0.3485860358571803,0.4415340756804172,0.5119560238863368,0,discharge,1,32,3,2,512,5e-05,val
0.6917637881479766,0.5311162331247942,0.34859881249961877,0.4917765161667601,0.5331919968354952,0,discharge,2,32,3,2,512,5e-05,val
0.6904820284495751,0.554031994776363,0.34859881249961877,0.5109195402298851,0.5600799765021632,0.0034482758620689655,discharge,0,32,3,2,512,5e-05,discharge
0.6239812490187193,0.664142245637142,0.32387122233091226,0.7454984040349895,0.7188035205066079,0.42160278745644597,discharge,0,32,3,2,512,2e-05,val
0.6442466738976931,0.6601909779387554,0.28246535361267167,0.7518944470163982,0.7144607347205922,0.4076655052264808,discharge,1,32,3,2,512,2e-05,val
0.6584600069020924,0.6450444517616069,0.2763839827522427,0.7593747715698936,0.7163289008121664,0.34146341463414637,discharge,2,32,3,2,512,2e-05,val
0.6711031269902984,0.6366307541625857,0.2763839827522427,0.7634177809054656,0.7250292039162831,0.3758620689655172,discharge,0,32,3,2,512,2e-05,discharge
