eval_loss,eval_accuracy,training loss,AUROC,AUPRC,RP80,model,epoch,batch_size,MAX_GRAD_NORM,GRADIENT_ACCUMULATION_STEPS,MAX_SEQ_LENGTH,LEARNING_RATE,eval_type
0.6513242178841641,0.6378004609812314,0.6700499687595821,0.7194025486708413,0.6818639833900613,0.3344947735191638,discharge,0,16,1,1,512,5e-05,val
0.6441653160672439,0.6457029963780047,0.6270639228973354,0.7325113910479764,0.6932837547133985,0.3170731707317073,discharge,1,16,1,1,512,5e-05,val
0.6996142581889504,0.6272637471188673,0.5330843872718154,0.7265173850539702,0.6863686540287698,0.2857142857142857,discharge,2,16,1,1,512,5e-05,val
0.6437924889226755,0.6467515507672217,0.5330843872718154,0.7457658925639221,0.712197031359655,0.1724137931034483,discharge,0,16,1,1,512,5e-05,discharge
0.6268602264554877,0.6631544287125453,0.6433128286686559,0.7514924100289955,0.7190906607120013,0.34146341463414637,discharge,0,16,1,1,512,2e-05,val
0.6646210262649938,0.6555811656239711,0.5532302214632958,0.7668672790624009,0.7228663888201574,0.4738675958188153,discharge,1,16,1,1,512,2e-05,val
0.7571994307794069,0.6624958840961476,0.4275494232129063,0.7660022903925344,0.7149218906572496,0.45993031358885017,discharge,2,16,1,1,512,2e-05,val
0.6649112769713005,0.6571988246816847,0.4275494232129063,0.7990499648135116,0.747739306507416,0.496551724137931,discharge,0,16,1,1,512,2e-05,discharge
0.6934832127470719,0.4688837668752058,0.6902064363597589,0.611364245510587,0.6192382874021207,0.006968641114982578,discharge,0,16,3,1,512,5e-05,val
0.6962856706820036,0.4688837668752058,0.6941084594787583,0.6243999902536488,0.6128319966436547,0.027874564459930314,discharge,1,16,3,1,512,5e-05,val
0.6926653491823297,0.5311162331247942,0.6935538718934323,0.6545283984308373,0.6291503518611901,0.0313588850174216,discharge,2,16,3,1,512,5e-05,val
0.692313847442468,0.554031994776363,0.6935538718934323,0.6614707952146376,0.635722545257047,0,discharge,0,16,3,1,512,5e-05,discharge
0.621505700287066,0.661178794863352,0.6466637949693647,0.7524548622109598,0.7246581254873977,0.33797909407665505,discharge,0,16,3,1,512,2e-05,val
0.6518515699788143,0.658544616397761,0.5536286375876391,0.7653444116858751,0.7166827385011362,0.3902439024390244,discharge,1,16,3,1,512,2e-05,val
0.7644378445650402,0.6486664471517946,0.423230582928781,0.7648449111863744,0.7013753364938724,0.47735191637630664,discharge,2,16,3,1,512,2e-05,val
0.64470691823711,0.6611165523996082,0.423230582928781,0.7954140276800375,0.740364379071391,0.39655172413793105,discharge,0,16,3,1,512,2e-05,discharge
0.6931220832623933,0.5311162331247942,0.3465267531812209,0.6669428132842767,0.6206720294492846,0,discharge,0,16,1,2,512,5e-05,val
0.6955611781070107,0.4688837668752058,0.3467928196409424,0.6680392777953754,0.6218718870208548,0,discharge,1,16,1,2,512,5e-05,val
0.6988864559876291,0.4688837668752058,0.3472525185835285,0.6695865110499257,0.6238235832111753,0.0627177700348432,discharge,2,16,1,2,512,5e-05,val
0.7016566954553127,0.44596800522363694,0.3472525185835285,0.646522402064274,0.6242654987837053,0,discharge,0,16,1,2,512,5e-05,discharge
0.6236456249889575,0.6634837010207442,0.32125160022230276,0.7564630491459761,0.7271711270357092,0.42160278745644597,discharge,0,16,1,2,512,2e-05,val
0.6416726520186976,0.6631544287125453,0.2758083789484761,0.7706318072171731,0.7285543688714675,0.3693379790940767,discharge,1,16,1,2,512,2e-05,val
0.6593520522117615,0.6536055317747778,0.2726881529378549,0.7669281937574621,0.7078170776720923,0.33797909407665505,discharge,2,16,1,2,512,2e-05,val
0.6439789403229952,0.6692784851452824,0.2726881529378549,0.7949566033309875,0.7362355324199227,0.3103448275862069,discharge,0,16,1,2,512,2e-05,discharge
0.6915274802007173,0.5172867961804413,0.3470560803269148,0.6497039545820034,0.5984383842690206,0.003484320557491289,discharge,0,16,3,2,512,5e-05,val
0.691968267842343,0.5311162331247942,0.34801044939349823,0.5911710240978535,0.5683598276437418,0.003484320557491289,discharge,1,16,3,2,512,5e-05,val
0.709841333564959,0.4688837668752058,0.34895650327151156,0.6061804049608928,0.5820983750390449,0,discharge,2,16,3,2,512,5e-05,val
